	10AF.fastq.trim.sam.counts	10OS.fastq.trim.sam.counts	1AS.fastq.trim.sam.counts	1OF.fastq.trim.sam.counts	2AS.fastq.trim.sam.counts	2OF.fastq.trim.sam.counts	4AS.fastq.trim.sam.counts	4OF.fastq.trim.sam.counts	6AF.fastq.trim.sam.counts	6OS.fastq.trim.sam.counts	7AF.fastq.trim.sam.counts	7OS.fastq.trim.sam.counts	8AF.fastq.trim.sam.counts	8OS.fastq.trim.sam.counts	9AF.fastq.trim.sam.counts	9OS.fastq.trim.sam.counts	
isogroup14828	5	9	18	11	1	23	2	4	3	2	1	3	6	7	4	4	
isogroup14829	0	0	3	0	1	1	1	1	0	1	1	0	1	3	2	1	
isogroup1483	84	130	90	139	89	92	127	173	88	99	66	82	119	145	99	128	
isogroup14830	59	79	98	72	71	49	67	90	51	58	57	68	58	119	95	62	
isogroup14831	1	3	2	1	2	1	4	3	6	3	1	0	0	1	2	2	
isogroup14832	43	57	24	30	22	9	45	45	33	54	38	57	25	43	54	33	
isogroup14833	1	0	0	1	2	1	4	4	0	0	1	1	0	1	1	0	
isogroup14834	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup14835	5	8	6	2	7	4	2	7	1	4	2	8	1	10	7	6	
isogroup14836	11	22	8	17	2	14	8	5	13	2	5	7	14	3	10	6	
isogroup14837	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	
isogroup14838	1	4	4	2	5	1	10	3	3	5	4	3	4	4	7	5	
isogroup14839	172	129	72	184	67	80	127	193	113	109	107	146	147	184	187	147	
isogroup1484	7	4	9	8	7	4	8	11	1	4	2	5	6	12	4	5	
isogroup14840	56	57	36	58	58	22	69	74	50	43	39	60	39	52	76	50	
isogroup14841	1	1	1	2	1	1	1	3	0	2	2	0	0	0	3	6	
isogroup14842	105	100	51	115	41	42	66	136	67	62	76	93	56	130	142	95	
isogroup14843	12	11	20	31	10	13	10	22	11	13	11	25	7	23	19	18	
isogroup14844	21	73	71	58	9	124	7	10	19	24	13	16	7	20	13	17	
isogroup14845	9	2	8	10	5	8	9	17	4	4	11	12	4	13	8	8	
isogroup14846	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup14847	28	31	24	54	11	35	19	40	31	38	49	39	52	53	51	42	
isogroup14848	2	1	2	1	2	1	4	2	1	1	2	1	1	3	1	1	
isogroup14849	3	2	2	4	1	1	0	0	4	2	3	1	3	2	1	1	
isogroup1485	8	7	4	6	4	4	4	5	0	2	3	10	2	5	5	6	
isogroup14850	3	2	0	1	0	2	2	1	2	1	1	1	3	1	3	1	
isogroup14851	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	
isogroup14852	10	4	8	13	4	4	10	13	3	6	8	7	2	17	12	7	
isogroup14853	2	1	2	1	2	1	1	2	1	0	1	1	0	0	2	0	
isogroup14854	12	5	5	8	5	4	8	9	4	8	4	3	17	30	11	20	
isogroup14855	4	20	3	22	9	24	9	21	20	14	24	24	29	12	45	23	
isogroup14856	24	28	32	38	16	15	26	61	8	18	14	38	49	62	49	70	
isogroup14857	1	2	4	4	4	1	4	5	1	0	3	5	1	1	6	1	
isogroup14858	44	53	27	46	16	36	34	56	28	28	29	30	71	144	60	142	
isogroup14859	2	3	1	11	6	4	6	6	9	1	5	7	9	12	3	4	
isogroup1486	4	11	3	4	4	2	4	5	1	1	0	3	1	5	1	2	
isogroup14860	0	0	0	2	0	1	1	4	0	0	0	1	1	1	0	0	
isogroup14861	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup14862	0	0	0	1	0	0	0	1	0	0	1	1	0	3	1	1	
isogroup14863	15	11	15	21	20	8	47	43	17	17	20	28	13	37	12	9	
isogroup14864	29	33	27	53	24	24	48	48	36	22	32	35	26	46	37	34	
isogroup14865	2	4	5	3	1	2	1	2	0	0	2	2	0	5	2	4	
isogroup14866	2	5	4	7	3	5	6	21	4	4	4	8	9	16	10	9	
isogroup14867	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroup14868	0	1	2	5	0	0	0	0	2	0	0	0	0	0	2	0	
isogroup14869	0	0	0	0	0	1	0	0	0	0	0	1	2	3	1	0	
isogroup1487	58	51	39	54	26	24	52	67	31	23	43	51	16	61	48	40	
isogroup14870	6	6	4	9	1	3	3	8	1	1	0	5	4	13	4	6	
isogroup14871	14	27	16	10	20	11	22	35	5	4	10	15	18	41	15	23	
isogroup14872	198	276	243	291	157	167	241	438	210	185	228	282	255	514	289	237	
isogroup14873	2	5	3	7	7	6	3	6	3	1	5	1	6	16	9	7	
isogroup14874	3	2	1	2	1	0	2	0	0	1	2	2	1	3	3	0	
isogroup14875	19	4	3	12	3	2	7	14	10	1	13	12	7	7	11	7	
isogroup14876	0	0	0	0	2	2	0	6	0	0	2	2	0	0	0	0	
isogroup14877	37	34	26	60	36	11	45	55	17	39	47	32	28	32	51	37	
isogroup14878	80	86	81	118	74	62	74	87	41	61	62	88	55	93	90	60	
isogroup14879	2	0	3	5	1	0	4	4	1	0	4	5	0	7	1	4	
isogroup1488	45	65	3	11	2	1	1	2	23	31	2	13	0	4	3	7	
isogroup14880	123	208	76	355	74	143	447	467	179	114	89	122	220	183	285	205	
isogroup14881	55	68	45	62	32	34	46	93	27	27	36	58	41	91	76	70	
isogroup14882	23	28	24	46	17	21	23	39	23	31	22	22	20	21	23	21	
isogroup14883	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroup14884	10	7	4	6	8	1	7	12	2	6	9	13	7	5	6	2	
isogroup14885	1	2	1	7	0	1	0	1	4	2	1	4	1	4	1	0	
isogroup14886	0	1	1	0	0	0	1	1	0	2	3	1	2	1	0	0	
isogroup14887	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	
isogroup14889	3	4	1	5	3	2	2	4	3	0	5	4	2	6	2	4	
isogroup1489	439	531	316	343	181	316	289	459	177	291	320	445	245	513	396	321	
isogroup14890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup14891	3	5	5	8	3	3	6	10	8	9	5	0	5	5	5	7	
isogroup14892	5	4	90	164	100	84	133	174	98	111	9	5	197	327	164	121	
isogroup14893	43	74	87	77	89	68	104	85	30	38	53	75	38	114	79	82	
isogroup14894	9	12	8	10	10	8	13	9	3	7	2	6	3	9	14	12	
isogroup14895	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	
isogroup14896	52	89	38	41	20	27	27	57	25	32	31	61	34	70	44	51	
isogroup14897	7	5	4	6	6	2	5	9	7	6	13	8	1	6	20	3	
isogroup14898	1	1	0	3	1	0	0	1	0	2	1	1	0	0	2	1	
isogroup14899	14	13	21	27	26	17	21	41	13	15	16	22	13	30	16	21	
isogroup149	19	34	42	29	41	26	53	55	9	6	20	36	14	76	22	35	
isogroup1490	15	122	192	50	16	105	20	58	3	15	10	15	63	116	35	80	
isogroup14900	12	5	7	15	8	11	14	16	4	8	6	4	9	17	6	15	
isogroup14901	5	16	8	16	4	12	10	9	7	6	8	4	7	11	19	12	
isogroup14902	3	0	0	5	2	4	2	9	2	2	3	5	3	2	8	3	
isogroup14903	114	127	83	134	83	64	93	142	83	78	80	99	85	159	141	111	
isogroup14904	10	17	9	13	5	11	14	28	9	9	9	9	56	63	30	82	
isogroup14905	0	0	0	3	0	0	2	0	1	0	0	0	1	1	0	0	
isogroup14906	5	8	34	67	4	14	2	8	4	12	2	4	31	115	7	5	
isogroup14907	3	5	3	5	3	7	5	8	0	4	3	4	9	14	11	14	
isogroup14908	51	73	77	95	49	44	83	65	74	100	38	94	48	66	43	94	
isogroup14909	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	
isogroup1491	7	5	3	6	7	6	8	12	2	8	3	6	2	7	4	7	
isogroup14910	12	21	13	25	12	14	20	20	4	4	9	9	9	9	10	11	
isogroup14911	6	9	12	7	3	9	5	8	4	2	3	11	2	7	5	4	
isogroup14912	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroup14913	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	
isogroup14914	27	20	27	20	30	9	41	29	21	12	16	44	14	26	26	18	
isogroup14915	0	0	3	6	1	0	12	5	1	4	5	5	4	4	7	1	
isogroup14916	0	1	1	1	1	1	4	2	1	0	0	1	0	2	0	1	
isogroup14918	2	6	3	0	4	7	3	5	2	1	3	3	5	4	3	3	
isogroup14919	24	38	16	35	16	24	24	48	11	13	15	36	17	53	31	44	
isogroup1492	7	12	18	20	18	11	14	18	9	9	10	22	14	26	19	15	
isogroup14920	29	33	12	38	10	20	22	27	15	22	16	14	27	18	36	16	
isogroup14921	15	11	4	12	2	2	10	5	8	12	7	11	5	16	10	5	
isogroup14922	5	20	20	13	2	25	1	4	6	3	0	2	1	4	1	1	
isogroup14923	41	46	35	93	37	53	39	99	52	36	75	67	60	91	85	63	
isogroup14924	9	23	21	18	13	15	12	32	17	13	9	12	14	35	19	25	
isogroup14925	13	23	19	65	37	43	48	61	28	20	34	42	34	56	38	38	
isogroup14926	4	4	5	2	8	5	3	7	6	5	4	4	0	5	4	4	
isogroup14927	95	90	52	164	63	23	118	98	89	66	43	23	54	98	143	30	
isogroup14928	42	47	49	76	19	37	48	61	36	45	39	45	34	53	55	35	
isogroup14929	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroup1493	16	15	24	16	14	14	15	26	7	11	15	12	16	24	15	18	
isogroup14930	1	0	0	1	0	0	1	0	1	0	0	1	0	2	0	0	
isogroup14931	11	15	9	7	14	6	18	38	11	13	7	25	15	31	25	24	
isogroup14933	18	16	8	28	6	14	17	20	16	13	17	7	7	10	23	13	
isogroup14934	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	
isogroup14935	7	2	3	2	2	2	4	12	0	2	0	5	0	8	3	3	
isogroup14936	0	2	2	3	1	3	1	1	0	0	0	1	2	1	0	1	
isogroup14937	6	8	11	12	10	10	14	17	14	10	20	19	12	17	24	10	
isogroup14938	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	
isogroup14939	2	1	0	0	3	3	18	93	0	8	4	3	254	117	112	150	
isogroup1494	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	
isogroup14940	0	1	1	5	0	0	2	0	0	3	0	0	0	0	0	0	
isogroup14942	14	45	50	18	15	20	22	15	7	8	11	15	4	22	18	15	
isogroup14943	26	22	8	18	4	9	19	16	5	3	11	29	6	17	15	15	
isogroup14944	24	28	25	24	12	8	16	36	24	13	32	50	35	35	32	23	
isogroup14945	10	23	19	25	11	3	6	15	5	6	11	13	6	15	11	6	
isogroup14946	175	196	112	241	84	130	136	338	152	153	183	201	253	341	316	256	
isogroup14947	304	299	188	431	142	199	216	334	260	267	308	281	366	320	362	257	
isogroup14948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup14949	43	58	82	123	74	52	79	121	36	35	48	67	33	94	68	69	
isogroup1495	101	142	184	108	105	113	112	215	45	55	98	101	73	176	120	126	
isogroup14950	1	0	7	23	2	3	6	7	2	4	5	5	6	2	17	16	
isogroup14951	1	3	1	0	3	2	2	2	0	2	1	0	0	0	0	1	
isogroup14952	9	9	7	8	4	7	4	4	3	5	2	4	6	8	5	5	
isogroup14953	1	2	0	0	0	1	6	4	0	0	0	0	0	0	2	2	
isogroup14954	6	9	6	11	6	4	12	8	3	8	8	7	2	7	6	10	
isogroup14955	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup14956	12	22	21	25	21	21	22	30	14	17	16	23	21	46	24	24	
isogroup14957	938	796	765	1113	949	748	1476	1521	743	1059	1090	1771	681	1082	815	797	
isogroup14959	37	30	8	50	9	33	23	41	57	43	61	36	23	32	66	25	
isogroup1496	13	17	18	12	18	7	23	25	10	17	12	20	7	22	20	17	
isogroup14960	53	87	87	43	65	36	68	76	28	33	47	68	28	49	61	43	
isogroup14961	0	0	0	0	1	1	0	0	1	2	1	0	0	1	1	1	
isogroup14962	10	10	12	3	6	7	14	12	4	3	5	6	4	4	5	2	
isogroup14963	4	7	4	0	3	3	9	13	1	1	1	1	1	3	17	17	
isogroup14964	2	3	1	4	4	1	2	0	1	3	0	2	0	2	2	6	
isogroup14965	24	32	16	37	14	15	31	52	26	25	18	26	15	41	32	38	
isogroup14966	1	9	10	7	6	4	4	9	4	2	6	3	3	3	5	5	
isogroup14967	1	0	0	2	2	0	1	1	0	0	0	0	2	2	0	2	
isogroup14968	1	1	1	3	1	0	4	1	2	0	1	3	5	0	2	0	
isogroup14969	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	
isogroup1497	26	50	51	25	24	22	39	34	9	14	22	32	20	54	32	30	
isogroup14970	27	17	15	24	16	6	25	39	11	9	13	19	18	26	24	19	
isogroup14971	32	34	23	56	14	16	31	31	20	23	29	31	25	45	52	36	
isogroup14972	16	9	4	6	3	1	4	2	0	3	0	0	0	7	0	0	
isogroup14973	2	2	3	2	1	2	2	4	1	3	1	1	2	4	1	2	
isogroup14974	2	4	0	2	1	3	1	3	2	2	2	3	2	8	1	4	
isogroup14975	10	13	8	8	16	2	7	11	5	3	11	12	5	10	14	10	
isogroup14976	1	0	1	1	2	0	0	1	0	1	0	0	0	1	0	3	
isogroup14977	13	21	15	31	25	26	39	37	9	14	13	19	6	28	23	23	
isogroup14978	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup14979	16	10	12	12	18	17	24	32	8	8	11	6	8	20	18	13	
isogroup1498	20	15	13	12	27	7	26	19	10	9	23	10	12	27	16	13	
isogroup14980	2	7	4	6	1	7	5	6	4	2	4	4	1	2	1	6	
isogroup14981	1	1	1	2	6	1	1	2	0	2	1	2	0	1	4	2	
isogroup14982	2	6	4	7	1	1	4	2	3	1	3	2	1	5	4	4	
isogroup14983	11	14	7	15	8	4	4	6	4	7	9	7	5	4	4	2	
isogroup14984	0	6	2	3	2	1	2	2	0	1	0	3	0	2	2	3	
isogroup14985	232	297	172	391	176	169	266	339	197	275	208	290	289	224	435	231	
isogroup14986	32	26	13	36	17	20	17	34	22	27	20	20	25	31	39	31	
isogroup14987	2	2	0	3	1	1	2	7	2	1	1	1	1	2	2	4	
isogroup14988	41	14	18	10	21	5	57	88	4	7	17	109	20	40	45	45	
isogroup14989	1	3	0	0	0	0	2	11	1	1	0	0	0	3	0	0	
isogroup1499	77	79	72	92	109	55	92	126	45	48	37	77	23	85	88	68	
isogroup14990	1	1	4	2	1	3	0	1	2	0	2	2	0	1	1	0	
isogroup14991	17	17	16	15	14	22	17	18	4	10	9	6	12	22	12	19	
isogroup14992	0	3	0	5	0	0	2	1	3	2	0	0	0	0	3	0	
isogroup14994	30	157	175	66	30	105	31	52	16	35	17	46	30	75	26	61	
isogroup14995	41	79	42	75	31	49	70	79	250	92	48	69	220	70	52	60	
isogroup14996	0	1	1	0	0	0	0	0	0	2	2	1	1	1	1	0	
isogroup14997	0	0	1	1	0	1	0	1	1	0	0	0	1	1	0	0	
isogroup14998	24	18	15	35	13	16	11	18	8	11	16	11	14	16	21	10	
isogroup14999	7	11	7	11	10	2	10	17	10	3	7	6	3	17	13	13	
isogroup15	601	508	531	504	462	308	812	975	314	505	509	584	336	558	562	414	
isogroup150	406	535	422	607	547	351	513	726	273	341	459	499	298	635	537	445	
isogroup1500	55	83	77	74	48	72	81	89	33	42	29	65	57	86	61	69	
isogroup15000	70	35	65	111	53	49	201	187	95	92	74	68	46	65	62	53	
isogroup15001	8	16	20	14	14	9	18	23	7	15	5	16	12	23	22	21	
isogroup15002	0	1	1	0	2	1	3	1	1	3	0	1	4	1	1	4	
isogroup15003	0	4	1	2	0	0	0	0	0	1	1	2	2	0	1	2	
isogroup15004	6	10	3	7	0	0	12	19	4	14	5	12	0	1	11	14	
isogroup15005	7	7	11	15	17	12	8	8	6	5	6	11	3	19	11	2	
isogroup15006	11	8	10	14	12	8	9	18	13	11	7	10	7	22	20	12	
isogroup15007	58	66	42	70	49	59	66	87	68	72	55	81	45	57	65	67	
isogroup15008	2	2	4	2	1	0	0	3	0	0	2	1	4	5	1	2	
isogroup15009	2	2	3	0	2	3	4	0	0	1	1	1	0	0	0	2	
isogroup1501	55	52	34	84	28	43	49	79	44	42	56	41	39	65	55	60	
isogroup15011	322	402	380	476	365	195	850	538	208	326	290	593	191	534	409	399	
isogroup15012	0	2	5	5	3	5	6	3	3	5	1	2	0	9	2	11	
isogroup15013	2	2	1	1	0	0	0	0	1	1	0	1	0	0	2	0	
isogroup15014	0	0	2	0	0	0	0	1	1	0	0	0	0	2	2	0	
isogroup15015	7	10	4	7	6	6	7	4	3	8	3	2	3	7	3	5	
isogroup15016	1	0	0	1	2	0	0	12	0	4	2	2	32	69	15	36	
isogroup15017	1	2	2	5	4	4	5	6	1	1	5	7	1	4	6	6	
isogroup15018	3	3	0	6	1	2	1	7	6	4	6	8	4	4	5	6	
isogroup15019	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup1502	47	87	90	88	61	88	87	77	47	55	45	75	35	63	57	84	
isogroup15020	14	20	19	27	11	21	22	34	13	16	15	23	14	29	21	14	
isogroup15021	1	0	0	0	0	0	3	5	1	0	3	4	5	3	4	9	
isogroup15022	2	2	1	0	1	2	7	6	0	0	2	4	0	4	2	3	
isogroup15023	0	3	0	1	1	1	2	0	0	1	1	0	1	1	1	0	
isogroup15024	1	5	3	2	3	2	2	5	3	2	2	0	2	2	6	1	
isogroup15025	6	7	6	8	7	9	3	10	4	7	3	9	7	4	6	5	
isogroup15026	15	30	28	35	16	22	25	39	15	12	16	23	5	41	25	33	
isogroup15027	45	11	6	13	1	2	16	66	8	7	11	34	9	22	19	11	
isogroup15028	123	125	85	150	42	57	92	132	71	101	92	84	315	429	146	102	
isogroup15029	88	51	60	59	36	39	80	70	21	21	46	74	32	75	49	39	
isogroup1503	135	157	89	213	105	94	138	202	85	94	161	115	83	162	149	124	
isogroup15030	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
isogroup15031	5	5	2	6	6	3	8	10	2	2	1	2	2	5	4	3	
isogroup15032	9	2	8	11	6	1	3	17	1	3	3	2	9	3	7	6	
isogroup15033	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	
isogroup15034	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	
isogroup15035	5	11	5	13	6	3	9	9	4	9	4	8	6	8	11	4	
isogroup15036	1	5	3	1	1	0	1	4	1	1	2	1	0	1	2	1	
isogroup15037	6	6	2	5	8	1	7	12	6	3	0	0	4	9	3	5	
isogroup15039	1	1	1	0	1	1	0	3	0	1	1	0	0	1	0	1	
isogroup1504	14	29	13	20	17	20	12	22	11	16	11	18	14	30	14	18	
isogroup15040	4293	2516	2381	2171	1805	624	3320	4347	5665	3447	4035	3152	3766	3046	10517	5774	
isogroup15041	90	98	85	95	78	75	113	129	56	62	48	90	2	4	70	69	
isogroup15042	3	7	2	13	7	24	4	8	4	5	8	3	6	0	8	8	
isogroup15043	3	3	3	7	6	2	14	10	5	4	3	8	4	8	5	6	
isogroup15044	3	26	15	10	2	9	4	22	2	6	4	5	14	19	15	11	
isogroup15045	3	1	1	0	0	0	2	0	0	2	2	3	4	15	1	6	
isogroup15046	7	21	24	19	4	17	4	16	5	7	13	14	11	7	7	12	
isogroup15047	6	35	36	9	9	23	22	25	4	7	5	8	13	36	9	24	
isogroup15048	1	2	0	0	0	2	1	1	0	1	0	2	0	0	0	0	
isogroup15049	0	5	5	5	0	4	4	1	3	0	2	2	5	3	0	1	
isogroup1505	70	102	92	127	69	58	111	129	65	87	85	110	87	133	110	105	
isogroup15050	3	11	5	11	3	9	1	8	2	5	2	8	3	9	10	8	
isogroup15051	23	54	55	32	12	47	19	29	10	20	13	22	13	33	13	26	
isogroup15052	39	28	32	75	15	68	27	39	37	29	65	25	30	21	36	22	
isogroup15053	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	
isogroup15054	26	23	16	16	28	8	25	30	16	16	23	32	22	37	38	14	
isogroup15055	0	2	1	1	1	1	0	0	0	0	0	0	0	1	1	0	
isogroup15056	14	17	11	36	7	11	15	28	15	12	19	30	25	31	34	27	
isogroup15058	18	16	6	22	9	5	9	29	16	17	9	18	11	17	16	12	
isogroup15059	25	46	45	50	40	17	60	78	22	19	15	47	35	72	34	50	
isogroup1506	2	2	0	0	2	0	5	5	1	3	3	2	10	35	7	5	
isogroup15060	0	0	0	2	0	2	0	3	2	2	1	2	2	3	1	1	
isogroup15061	49	33	28	36	19	35	19	64	45	22	15	39	37	44	59	55	
isogroup15062	33	20	19	19	14	12	13	33	16	10	15	14	8	27	19	20	
isogroup15063	1	1	0	0	0	1	1	2	0	1	0	1	1	0	1	0	
isogroup15064	2	4	1	2	3	3	5	8	0	5	1	3	1	9	2	3	
isogroup15065	14	28	20	19	5	19	12	22	10	7	3	20	12	48	16	24	
isogroup15066	4	25	8	7	1	16	0	0	0	1	0	1	0	0	2	8	
isogroup15067	4	2	2	2	1	1	2	2	2	2	3	4	1	4	0	4	
isogroup15068	23	9	8	9	3	7	15	13	3	11	9	12	5	14	6	9	
isogroup15069	1	2	2	4	2	3	5	6	1	0	0	3	4	5	2	4	
isogroup1507	17	23	26	18	11	11	11	27	7	23	14	24	11	18	14	11	
isogroup15070	14	18	9	17	24	10	36	38	9	8	23	18	17	25	14	22	
isogroup15071	1136	870	973	11660	856	2474	1025	1663	3373	1150	770	926	771	614	466	628	
isogroup15072	16	33	19	24	22	13	22	20	18	27	10	12	6	34	17	12	
isogroup15073	18	23	26	21	150	137	25	38	19	12	20	30	22	19	30	26	
isogroup15074	0	0	1	0	0	0	0	0	1	2	0	0	0	0	2	0	
isogroup15075	40	15	127	240	64	46	72	284	577	96	684	107	272	104	1367	281	
isogroup15076	34	42	31	42	21	32	23	50	34	39	20	31	31	40	42	34	
isogroup15077	1	0	1	1	0	0	1	0	0	0	0	1	1	1	0	0	
isogroup15078	7	6	3	2	2	2	5	8	4	3	5	5	3	6	4	2	
isogroup15079	0	0	0	0	0	1	0	1	0	0	0	1	2	4	0	0	
isogroup1508	10	15	12	19	16	10	21	11	10	10	12	17	9	13	19	12	
isogroup15080	17	23	18	26	12	9	21	38	9	7	10	17	4	39	14	23	
isogroup15081	79	112	82	114	73	73	79	131	50	62	71	116	68	123	94	113	
isogroup15082	3	3	1	0	2	0	2	6	0	2	1	3	2	4	3	2	
isogroup15083	7	5	5	3	1	1	4	5	1	2	6	0	5	3	5	2	
isogroup15084	76	92	56	73	39	40	68	117	44	49	67	96	43	105	100	93	
isogroup15085	4	9	4	3	3	5	2	11	7	7	4	7	14	6	3	6	
isogroup15086	4	3	2	2	2	1	3	0	2	4	2	2	2	4	0	1	
isogroup15087	8	14	8	17	10	6	14	19	5	4	11	12	4	26	21	19	
isogroup15088	2	1	0	1	4	2	5	3	1	0	0	0	2	4	0	0	
isogroup15089	34	42	39	51	16	36	30	92	29	23	12	34	93	254	103	150	
isogroup1509	29	50	46	36	43	25	42	57	14	22	24	31	24	46	28	41	
isogroup15090	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
isogroup15091	11	5	9	11	0	3	8	7	3	6	11	8	5	8	5	7	
isogroup15092	2	2	1	3	2	3	4	8	5	5	0	1	5	12	7	8	
isogroup15093	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	
isogroup15094	4	6	12	9	7	6	8	25	10	6	6	8	55	65	46	58	
isogroup15095	17	27	2	4	23	23	42	34	13	12	6	1	0	2	38	22	
isogroup15096	2	2	0	1	1	2	2	5	2	2	0	1	1	4	2	2	
isogroup15097	14	18	23	39	15	27	20	42	10	13	21	33	26	47	28	39	
isogroup15098	6871	7442	6749	8793	7376	5839	8150	10098	6137	6409	6593	9541	6082	8967	8616	7401	
isogroup15099	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	
isogroup151	132	78	45	87	36	14	65	103	41	65	73	98	37	85	75	50	
isogroup1510	53	89	75	77	60	48	89	124	70	55	45	70	80	93	88	95	
isogroup15100	17	31	10	23	14	10	23	27	14	15	10	17	14	19	17	22	
isogroup15101	5	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	
isogroup15102	0	0	0	0	2	0	1	2	1	1	0	0	0	1	0	0	
isogroup15103	5	8	1	6	4	6	7	5	1	2	2	4	3	9	5	7	
isogroup15104	0	0	1	2	0	2	1	0	0	0	0	0	1	1	0	0	
isogroup15105	50	40	34	107	58	51	72	78	52	55	37	22	229	96	144	67	
isogroup15106	7	8	8	16	13	4	16	25	12	8	6	13	9	16	7	14	
isogroup15107	14	30	34	22	12	9	19	20	6	8	17	27	7	40	15	23	
isogroup15108	1	5	3	2	1	7	1	5	0	3	0	2	0	1	0	5	
isogroup15109	2	1	1	1	0	0	5	3	0	0	1	5	0	6	0	2	
isogroup1511	20	28	16	28	24	18	18	40	18	11	25	18	9	23	47	22	
isogroup15110	32	62	51	70	42	25	59	77	31	34	58	54	61	75	76	41	
isogroup15111	57	109	52	67	19	36	37	76	70	109	40	67	81	58	54	65	
isogroup15112	5	4	11	11	6	5	12	8	3	4	6	16	4	18	6	10	
isogroup15113	3	2	1	3	5	4	2	3	0	7	4	6	4	5	7	1	
isogroup15114	61	86	55	84	22	33	60	91	33	39	41	43	25	56	59	46	
isogroup15115	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroup15116	1	0	0	0	0	0	2	4	0	1	0	0	0	1	0	0	
isogroup15118	63	80	85	107	134	53	132	117	51	50	55	82	43	98	63	74	
isogroup15119	16	15	5	17	2	5	4	11	7	13	15	14	11	21	20	19	
isogroup1512	14	23	10	29	16	13	14	27	10	13	24	9	4	22	13	15	
isogroup15120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup15121	148	176	138	169	159	95	206	234	96	146	156	221	105	185	216	193	
isogroup15122	1	0	3	0	1	3	0	2	0	1	0	2	0	1	0	0	
isogroup15123	4	3	1	8	3	4	1	9	5	6	6	7	2	4	6	7	
isogroup15124	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	
isogroup15125	21	20	26	23	34	8	43	42	15	14	23	25	13	32	23	27	
isogroup15126	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	
isogroup15127	12	12	16	19	17	9	16	27	10	14	12	11	11	15	25	19	
isogroup15129	1	2	3	1	0	1	0	1	2	1	0	0	1	2	1	2	
isogroup1513	7	8	4	7	3	0	15	14	1	2	6	3	0	11	7	6	
isogroup15130	25	19	19	39	10	17	21	60	12	22	27	41	17	34	17	19	
isogroup15131	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup15132	6	10	7	15	5	5	13	22	8	3	9	10	15	20	21	21	
isogroup15133	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	
isogroup15134	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup15135	29	28	24	51	22	21	46	39	14	33	25	41	29	52	25	39	
isogroup15136	26	32	17	60	15	35	33	33	35	53	62	45	27	23	52	42	
isogroup15137	0	0	0	0	4	8	0	0	1	1	13	7	0	0	10	9	
isogroup15138	4	2	1	8	3	3	5	6	8	4	1	6	2	6	8	0	
isogroup15139	0	1	4	13	0	1	11	11	3	3	3	3	7	15	14	10	
isogroup1514	15	33	22	49	20	15	30	63	10	23	22	32	47	102	43	97	
isogroup15140	21	50	50	37	17	34	36	68	17	15	24	39	9	48	29	31	
isogroup15141	0	1	1	1	0	2	5	3	1	1	0	2	0	1	0	2	
isogroup15142	80	59	74	70	72	25	88	108	38	57	57	75	34	63	120	86	
isogroup15143	17	23	12	19	10	16	24	24	11	21	8	11	19	11	12	9	
isogroup15144	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	
